Order Priority,Discount offered,Unit Price,Freight Expenses,Freight Mode,Segment,Product Type,Product Sub-Category,Product Container,State,City,Region,Country,Order Date,Ship Date,Profit,QtyOrdered,Sales
Not Specified,0.09,155.99,3.9,Regular Air,Hotels / Hospitals,Canned Foods,Quail Eggs,Small Box,Uttar Pradesh,Faizabad,North,India,18-07-2012,20-07-2012,-171.6638,13,1599.93
High,0.05,12.98,3.14,Express Air,Hotels / Hospitals,Processed Meat,Pacific Squid,Small Pack,Karnataka,Belgaum,South,India,19-07-2012,20-07-2012,-22.918,14,189.77
Critical,0.0001,51.65,18.45,Regular Air,Stand Alone Restaurants,Preserved Food,Marmalade,Medium Box,Telangana,Karimnagar,South,India,19-07-2012,21-07-2012,-201.124,3,173.5
High,0.02,3.08,0.99,Regular Air,Stand Alone Restaurants,Processed Meat,Oysters (Clam),Small Box,West Bengal,Bankura,East,India,20-07-2012,22-07-2012,-387.632,2,6.73
High,0.06,3.69,0.5,Regular Air,Hotels / Hospitals,Processed Meat,Oysters (Clam),Small Box,Madhya Pradesh,Rewa,West,India,21-07-2012,23-07-2012,57,49,180.84
High,0.06,3.69,0.5,Regular Air,Hotels / Hospitals,Processed Meat,Oysters (Clam),Small Box,Tamil Nadu,Chidambaram,South,India,21-07-2012,23-07-2012,30.5601,12,44.29
Medium,0.08,130.98,54.74,Delivery Truck,Personel Usage,Preserved Food,Pickle,Jumbo Box,Madhya Pradesh,Rewa,West,India,22-07-2012,24-07-2012,-581.59,34,4499.26
Medium,0.1,20.97,6.5,Regular Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Box,Tamil Nadu,Sriperumbudur,South,India,22-07-2012,23-07-2012,-173.334,15,302.35
High,0.03,104.85,19.99,Regular Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Small Box,Tamil Nadu,Sriperumbudur,South,India,22-07-2012,23-07-2012,136.032,2,214.14
Medium,0.02,95.99,8.99,Regular Air,Hotels / Hospitals,Canned Foods,Quail Eggs,Small Box,Tamil Nadu,Sriperumbudur,South,India,22-07-2012,24-07-2012,195.936,9,751.07
Medium,0.08,130.98,54.74,Delivery Truck,Personel Usage,Preserved Food,Pickle,Jumbo Box,Chhattisgarh,Raigarh,North,India,22-07-2012,24-07-2012,-581.59,8,1058.65
Low,0.0001,17.48,1.99,Regular Air,Stand Alone Restaurants,Canned Foods,Assorted Fruits,Small Pack,Bihar,Jhanjharpur,North,India,23-07-2012,27-07-2012,-54.3438,4,78.17
High,0.06,6.98,9.69,Regular Air,Stand Alone Restaurants,Processed Meat,Fresh Water Eel,Small Box,Bihar,Jhanjharpur,North,India,23-07-2012,23-07-2012,-141.3657,18,131.52
High,0.07,1.7,1.99,Regular Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Pack,Madhya Pradesh,Rewa,West,India,24-07-2012,26-07-2012,-58.87,59,98.74
High,0.09,38.06,4.5,Regular Air,Personel Usage,Processed Meat,Jelly Fish,Small Box,Jammu And Kashmir,Anantnag,North,India,24-07-2012,28-07-2012,108.3,5,186.7
Low,0.07,5.08,2.03,Regular Air,Personel Usage,Preserved Food,Marmalade,Wrap Bag,Jammu And Kashmir,Anantnag,North,India,24-07-2012,26-07-2012,22.25,9,45.77
Low,0.0001,125.99,8.99,Regular Air,Personel Usage,Canned Foods,Quail Eggs,Small Box,Jammu And Kashmir,Anantnag,North,India,24-07-2012,29-07-2012,377.622,7,764.63
Low,0.02,125.99,8.08,Regular Air,Personel Usage,Canned Foods,Quail Eggs,Small Box,Jammu And Kashmir,Anantnag,North,India,24-07-2012,26-07-2012,1181.8182,16,1712.78
Medium,0.05,300.97,7.18,Regular Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Box,Tamil Nadu,Namakkal,South,India,25-07-2012,27-07-2012,1450.0488,7,2101.52
High,0.0001,28.48,1.99,Regular Air,Personel Usage,Canned Foods,Assorted Fruits,Small Pack,Bihar,Supaul,North,India,25-07-2012,25-07-2012,-23.212,14,414.67
High,0.03,22.23,3.63,Regular Air,Personel Usage,Preserved Food,Marmalade,Small Pack,Bihar,Supaul,North,India,25-07-2012,26-07-2012,642.108,14,327.24
High,0.0001,6.48,8.4,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Small Box,Bihar,Supaul,North,India,25-07-2012,27-07-2012,-21.042,15,102.98
Medium,0.04,55.94,4,Express Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Box,Bihar,Siwan,North,India,26-07-2012,28-07-2012,-130.774,11,613.6
High,0.06,2.18,7.09,Regular Air,Stand Alone Restaurants,Processed Meat,Smoked Salmon,Wrap Bag,Madhya Pradesh,Balaghat,West,India,27-07-2012,30-07-2012,-143.15,5,12.98
Critical,0.07,7.7,3.68,Regular Air,Personel Usage,Preserved Food,Marmalade,Wrap Bag,Jammu And Kashmir,Udhampur,North,India,27-07-2012,28-07-2012,-61.796,12,92.35
High,0.0001,42.8,2.99,Regular Air,Stand Alone Restaurants,Processed Meat,Bacon,Small Box,Chhattisgarh,Durg,North,India,29-07-2012,29-07-2012,125.2143,4,181.47
High,0.1,4.84,0.71,Regular Air,Personel Usage,Processed Meat,Foie Gras,Wrap Bag,Jammu And Kashmir,Anantnag,North,India,29-07-2012,31-07-2012,32.016,10,46.4
Critical,0.09,100.98,7.18,Regular Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Box,Bihar,Siwan,North,India,29-07-2012,30-07-2012,365.34,15,1474.86
High,0.08,10.44,5.75,Regular Air,Personel Usage,Processed Meat,Bacon,Small Box,Orissa,Sambalpur,East,India,30-07-2012,03-08-2012,191.712,10,99.89
High,0.0001,7.64,5.83,Regular Air,Stand Alone Restaurants,Processed Meat,Smoked Salmon,Wrap Bag,Uttar Pradesh,Jalaun,North,India,02-08-2012,04-08-2012,-74.088,11,93.55
Low,0.07,96.45,13.99,Regular Air,Hotels / Hospitals,Canned Foods,Sliced Pineapple,Medium Box,Madhya Pradesh,Rewa,West,India,03-08-2012,08-08-2012,18.77,20,1821.96
Low,0.07,96.45,13.99,Regular Air,Hotels / Hospitals,Canned Foods,Sliced Pineapple,Medium Box,Tamil Nadu,Perambalur,South,India,03-08-2012,08-08-2012,27.7796,5,455.49
High,0.04,4.98,4.72,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Small Box,Haryana,Rohtak,North,India,03-08-2012,04-08-2012,-43.5656,24,119.4
High,0.04,2.94,0.81,Express Air,Personel Usage,Processed Meat,Foie Gras,Wrap Bag,Haryana,Rohtak,North,India,03-08-2012,03-08-2012,50.0595,23,72.55
Medium,0.02,9.98,12.52,Regular Air,Restaurant Chain,Preserved Food,Marmalade,Small Box,Uttar Pradesh,Ghazipur,North,India,03-08-2012,04-08-2012,-64.05,20,203.67
High,0.02,2.94,0.96,Express Air,Stand Alone Restaurants,Processed Meat,Foie Gras,Wrap Bag,Uttar Pradesh,Banda,North,India,04-08-2012,06-08-2012,18.7812,20,62.36
High,0.07,1.81,0.75,Regular Air,Stand Alone Restaurants,Processed Meat,Tuna,Wrap Bag,Uttar Pradesh,Banda,North,India,04-08-2012,05-08-2012,-1.3624,3,5.58
High,0.09,165.98,19.99,Regular Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,Gujarat,Porbandar,West,India,05-08-2012,12-08-2012,-220.682,21,3213.59
Low,0.06,105.49,41.64,Delivery Truck,Hotels / Hospitals,Preserved Food,Jams,Jumbo Box,Gujarat,Porbandar,West,India,05-08-2012,10-08-2012,-3942.87306,6,614.18
High,0.05,3.28,5,Regular Air,Personel Usage,Processed Meat,Foie Gras,Wrap Bag,Chhattisgarh,Durg,North,India,05-08-2012,05-08-2012,-40.5236,11,39.52
Not Specified,0.07,4.98,4.32,Regular Air,Personel Usage,Canned Foods,Assorted Fruits,Small Pack,Madhya Pradesh,Rewa,West,India,06-08-2012,08-08-2012,-38.44,14,78.02
Not Specified,0.09,9.77,6.02,Regular Air,Personel Usage,Preserved Food,Marmalade,Medium Box,Madhya Pradesh,Rewa,West,India,06-08-2012,07-08-2012,17.31,12,124.06
Not Specified,0.07,4.98,4.32,Regular Air,Personel Usage,Canned Foods,Assorted Fruits,Small Pack,Uttar Pradesh,Etawah,North,India,06-08-2012,08-08-2012,-19.9888,3,16.72
High,0.09,15.01,8.4,Regular Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,Rajasthan,Rajsamand,West,India,08-08-2012,15-08-2012,-8.89824,15,221.38
High,0.03,120.98,9.07,Regular Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,Rajasthan,Rajsamand,West,India,08-08-2012,17-08-2012,926.3181,11,1342.49
High,0.01,40.99,17.48,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Small Box,Andhra Pradesh,Guntur,South,India,08-08-2012,09-08-2012,-296.114,21,869.24
Low,0.01,17.67,8.99,Regular Air,Stand Alone Restaurants,Preserved Food,Marmalade,Small Pack,Assam,Guwahati,East,India,09-08-2012,11-08-2012,-93.072,20,354.25
Critical,0.05,65.99,2.5,Regular Air,Restaurant Chain,Canned Foods,Quail Eggs,Small Box,Madhya Pradesh,Sidhi,West,India,11-08-2012,13-08-2012,-233.884,10,554.18
Medium,0.05,140.98,36.09,Delivery Truck,Hotels / Hospitals,Preserved Food,Pickle,Jumbo Box,Madhya Pradesh,Dewas,West,India,11-08-2012,13-08-2012,-159.8792,11,1578.9
High,0.06,4.13,0.99,Express Air,Hotels / Hospitals,Processed Meat,Oysters (Clam),Small Box,Madhya Pradesh,Dewas,West,India,11-08-2012,12-08-2012,43.8012,14,63.48
High,0.02,5.84,1.2,Regular Air,Restaurant Chain,Processed Meat,Foie Gras,Wrap Bag,Gujarat,Dahod,West,India,14-08-2012,15-08-2012,34.182,1,6.52
High,0.1,10.91,2.99,Express Air,Personel Usage,Processed Meat,Bacon,Small Box,Maharashtra,Akola,West,India,17-08-2012,18-08-2012,-24.024,5,57.87
High,0.03,65.99,5.31,Regular Air,Stand Alone Restaurants,Canned Foods,Quail Eggs,Small Box,Assam,Abhayapuri,East,India,18-08-2012,19-08-2012,835.7418,22,1211.22
Medium,0.09,65.99,19.99,Regular Air,Hotels / Hospitals,Canned Foods,Quail Eggs,Small Box,Madhya Pradesh,Mandla,West,India,20-08-2012,22-08-2012,-148.005,11,581.2
Low,0.09,9.99,6.24,Express Air,Personel Usage,Canned Foods,Sliced Pineapple,Medium Box,Madhya Pradesh,Damoh,West,India,20-08-2012,27-08-2012,-8.419164,7,78.82
High,0.0001,8.32,2.38,Regular Air,Restaurant Chain,Canned Foods,Assorted Fruits,Small Pack,Chhattisgarh,Korba,North,India,20-08-2012,20-08-2012,-202.818,4,34.47
High,0.03,6.68,7.3,Regular Air,Restaurant Chain,Processed Meat,Smoked Salmon,Small Box,Chhattisgarh,Korba,North,India,20-08-2012,22-08-2012,-290.304,5,37.02
High,0.07,4.98,4.72,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Small Box,Uttar Pradesh,Muzaffarnagar,North,India,21-08-2012,23-08-2012,-26.0728,14,71.09
High,0.03,160.98,30,Delivery Truck,Personel Usage,Preserved Food,Sundried Tomatoes,Jumbo Drum,Tamil Nadu,Salem,South,India,21-08-2012,23-08-2012,836.7032,11,1852.24
High,0.07,40.98,1.99,Regular Air,Personel Usage,Canned Foods,Assorted Fruits,Small Pack,Tamil Nadu,Salem,South,India,21-08-2012,22-08-2012,18.6628,4,158.54
High,0.1,363.25,19.99,Regular Air,Restaurant Chain,Processed Meat,Jelly Fish,Small Box,Haryana,Gurgaon,North,India,23-08-2012,24-08-2012,-966.294,7,2471.56
High,0.0001,6.48,5.94,Express Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Small Box,Andhra Pradesh,Nandyal,South,India,23-08-2012,23-08-2012,-21.0912,14,103.4
High,0.03,3.75,7.5,Regular Air,Personel Usage,Processed Meat,Oysters (Clam),Small Box,Kerala,Alleppey,South,India,24-08-2012,26-08-2012,155.1744,22,83.78
High,0.0001,240.98,60.2,Delivery Truck,Personel Usage,Preserved Food,Pickle,Jumbo Box,Tamil Nadu,Ramanathapuram,South,India,25-08-2012,26-08-2012,2167.0604,17,4290.63
High,0.09,6.48,9.68,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Small Box,Tamil Nadu,Ramanathapuram,South,India,25-08-2012,26-08-2012,-67.2048,10,64.76
High,0.04,60.97,4.5,Regular Air,Personel Usage,Processed Meat,Jelly Fish,Small Box,Maharashtra,Bhiwandi,West,India,26-08-2012,26-08-2012,-11.06,21,1253.74
High,0.01,7.1,6.05,Express Air,Restaurant Chain,Processed Meat,Bacon,Small Box,Orissa,Bargarh,East,India,28-08-2012,30-08-2012,1.008,21,156.41
High,0.01,2.52,4.28,Regular Air,Hotels / Hospitals,Processed Meat,Foie Gras,Wrap Bag,Rajasthan,Ajmer,West,India,28-08-2012,30-08-2012,-24.4452,8,22.17
Critical,0.1,9.48,7.29,Regular Air,Restaurant Chain,Preserved Food,Marmalade,Small Pack,Punjab,Ludhiana,West,India,30-08-2012,01-09-2012,-46.424,9,80.24
Critical,0.1,28.99,8.59,Regular Air,Stand Alone Restaurants,Canned Foods,Quail Eggs,Medium Box,Bihar,Jhanjharpur,North,India,01-09-2012,03-09-2012,7.638,6,145.75
High,0.03,7.4,1.71,Express Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Wrap Bag,Madhya Pradesh,Rewa,West,India,02-09-2012,03-09-2012,42.86,41,304.04
High,0.1,9.74,5.71,Regular Air,Hotels / Hospitals,Preserved Food,Marmalade,Small Box,Haryana,Sonipat,North,India,02-09-2012,03-09-2012,1.686,20,183.44
High,0.02,65.99,8.99,Regular Air,Personel Usage,Canned Foods,Quail Eggs,Small Box,Madhya Pradesh,Shahdol,West,India,03-09-2012,04-09-2012,-171.204,4,230.29
High,0.02,5.78,8.09,Express Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Small Box,Uttar Pradesh,Lalganj,North,India,03-09-2012,03-09-2012,-109.102,1,13.5
High,0.1,4.91,5.68,Regular Air,Restaurant Chain,Processed Meat,Bacon,Small Box,Bihar,Sitamarhi,North,India,03-09-2012,04-09-2012,340.9074,2,12.39
Low,0.02,449.99,49,Delivery Truck,Stand Alone Restaurants,Canned Foods,Wild Berry,Jumbo Drum,West Bengal,Ghatal,East,India,04-09-2012,06-09-2012,7278.4581,23,10548.49
High,0.04,12.28,6.47,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Small Box,Rajasthan,Jaipur,West,India,04-09-2012,04-09-2012,-5.76,8,98.49
High,0.1,65.99,8.8,Regular Air,Personel Usage,Canned Foods,Quail Eggs,Small Box,Rajasthan,Jaipur,West,India,04-09-2012,07-09-2012,164.97,16,851.73
High,0.1,419.19,19.99,Regular Air,Stand Alone Restaurants,Processed Meat,Fresh Water Eel,Small Box,Madhya Pradesh,Dhar,West,India,04-09-2012,06-09-2012,300.906,10,3772.71
High,0.0001,5.43,0.95,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Wrap Bag,Madhya Pradesh,Ujjain,West,India,06-09-2012,10-09-2012,-93.702,5,29.48
High,0.07,2.47,1.02,Express Air,Personel Usage,Processed Meat,Tuna,Wrap Bag,Madhya Pradesh,Ujjain,West,India,06-09-2012,06-09-2012,288.3183,22,53.48
High,0.04,3.14,1.92,Regular Air,Hotels / Hospitals,Processed Meat,Pacific Squid,Wrap Bag,Uttar Pradesh,Gonda,North,India,07-09-2012,08-09-2012,505.872,10,33.52
High,0.08,7.98,6.5,Express Air,Hotels / Hospitals,Processed Meat,Fresh Water Eel,Medium Box,Uttar Pradesh,Gonda,North,India,07-09-2012,08-09-2012,-866.53,7,65.72
Low,0.05,2.08,5.33,Express Air,Hotels / Hospitals,Preserved Food,Marmalade,Small Box,West Bengal,Bangaon,East,India,08-09-2012,10-09-2012,-5.87,3,13.66
High,0.08,15.42,10.68,Express Air,Hotels / Hospitals,Processed Meat,Fresh Water Eel,Small Box,West Bengal,Bangaon,East,India,08-09-2012,13-09-2012,-231.34,21,314.17
High,0.07,22.84,5.47,Express Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Small Box,Kerala,Kottayam,South,India,10-09-2012,13-09-2012,83.24,7,165.11
High,0.01,6.54,5.27,Regular Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,Rajasthan,Ajmer,West,India,11-09-2012,12-09-2012,-28.9455,8,54.95
High,0.08,1.98,4.77,Regular Air,Restaurant Chain,Processed Meat,Bacon,Small Box,Bihar,Gopalganj,North,India,11-09-2012,15-09-2012,-13.501,2,6.25
High,0.05,4.98,0.8,Regular Air,Stand Alone Restaurants,Processed Meat,Smoked Salmon,Wrap Bag,Tamil Nadu,Tenkasi,South,India,12-09-2012,14-09-2012,46.1127,13,66.83
Medium,0.08,65.99,5.26,Regular Air,Stand Alone Restaurants,Canned Foods,Quail Eggs,Small Box,Tamil Nadu,Tenkasi,South,India,12-09-2012,14-09-2012,-147.015,5,262.84
High,0.07,1.88,1.49,Regular Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,Maharashtra,Nashik,West,India,12-09-2012,14-09-2012,2.6352,3,6.31
High,0.08,15.73,7.42,Regular Air,Personel Usage,Processed Meat,Pacific Squid,Small Pack,Rajasthan,Dausa,West,India,12-09-2012,14-09-2012,202.782,11,175.64
High,0.06,5.81,8.49,Express Air,Restaurant Chain,Processed Meat,Bacon,Small Box,Bihar,Gaya,North,India,13-09-2012,14-09-2012,0.564,11,71.45
Medium,0.0001,30.98,6.5,Regular Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Box,Madhya Pradesh,Rewa,West,India,15-09-2012,16-09-2012,75.5,74,2396.88
High,0.04,4.28,5.74,Regular Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Small Box,Madhya Pradesh,Rewa,West,India,15-09-2012,15-09-2012,-114.35,72,330.67
Medium,0.1,65.99,4.99,Regular Air,Hotels / Hospitals,Canned Foods,Quail Eggs,Small Box,Madhya Pradesh,Rewa,West,India,15-09-2012,17-09-2012,53.649,45,2302.72
Medium,0.03,699.99,24.49,Regular Air,Stand Alone Restaurants,Canned Foods,Wild Berry,Large Box,Maharashtra,Kalyan,West,India,15-09-2012,17-09-2012,-2397.44,1,678.99
Medium,0.09,159.31,60,Delivery Truck,Stand Alone Restaurants,Preserved Food,Jams,Jumbo Drum,Uttar Pradesh,Mathura,North,India,15-09-2012,15-09-2012,27.74,10,1252.22
Not Specified,0.08,14.34,5,Regular Air,Personel Usage,Preserved Food,Marmalade,Small Pack,Telangana,Nizamabad,South,India,15-09-2012,16-09-2012,73.73,14,190.9
Not Specified,0.1,195.99,8.99,Regular Air,Personel Usage,Canned Foods,Quail Eggs,Small Box,Telangana,Nizamabad,South,India,15-09-2012,16-09-2012,-491.26,5,764.66
High,0.1,29.14,4.86,Regular Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Wrap Bag,Jammu And Kashmir,Jammu,North,India,19-09-2012,21-09-2012,-59.43,18,502.75
High,0.08,48.04,5.79,Express Air,Stand Alone Restaurants,Processed Meat,Smoked Salmon,Small Box,Gujarat,Gandhinagar,West,India,19-09-2012,21-09-2012,569.274,12,537.56
High,0.06,7.45,6.28,Regular Air,Personel Usage,Processed Meat,Bacon,Small Box,Maharashtra,Nandurbar,West,India,19-09-2012,21-09-2012,-36.225,6,47.26
High,0.04,6.48,9.54,Regular Air,Stand Alone Restaurants,Processed Meat,Smoked Salmon,Small Box,Madhya Pradesh,Khandwa,West,India,22-09-2012,23-09-2012,-189.33,17,114.76
High,0.09,15.42,10.68,Express Air,Stand Alone Restaurants,Processed Meat,Fresh Water Eel,Small Box,Madhya Pradesh,Khandwa,West,India,22-09-2012,22-09-2012,-185.8,16,236.5
High,0.02,131.12,0.99,Regular Air,Restaurant Chain,Processed Meat,Jelly Fish,Small Box,West Bengal,Jangipur,East,India,23-09-2012,23-09-2012,211.73,4,529.41
High,0.09,6.48,7.86,Regular Air,Restaurant Chain,Processed Meat,Smoked Salmon,Small Box,West Bengal,Jangipur,East,India,23-09-2012,25-09-2012,-64.5,7,46.04
Low,0.06,31.78,1.99,Regular Air,Restaurant Chain,Canned Foods,Assorted Fruits,Small Pack,Madhya Pradesh,Satna,West,India,24-09-2012,28-09-2012,436.9839,20,633.31
High,0.06,4.98,5.02,Regular Air,Restaurant Chain,Processed Meat,Smoked Salmon,Small Box,Madhya Pradesh,Satna,West,India,24-09-2012,26-09-2012,-11.36,1,6.45
High,0.06,16.99,8.99,Regular Air,Restaurant Chain,Processed Meat,Foie Gras,Small Pack,Madhya Pradesh,Satna,West,India,24-09-2012,28-09-2012,-91.31,17,286.73
Low,0.0001,209.37,69,Regular Air,Restaurant Chain,Preserved Food,Jams,Large Box,Madhya Pradesh,Satna,West,India,24-09-2012,03-10-2012,-626.45,9,2011.23
High,0.06,95.99,4.9,Regular Air,Hotels / Hospitals,Canned Foods,Quail Eggs,Small Box,Rajasthan,Bhilwara,West,India,27-09-2012,29-09-2012,-167.888,3,236.99
High,0.1,21.98,2.87,Regular Air,Stand Alone Restaurants,Processed Meat,Foie Gras,Small Pack,Madhya Pradesh,Bhind,West,India,28-09-2012,02-10-2012,183.48,20,412.9
High,0.05,90.48,19.99,Regular Air,Stand Alone Restaurants,Processed Meat,Caviar,Small Box,Tamil Nadu,Tenkasi,South,India,28-09-2012,05-10-2012,1340.07,24,2093.36
Low,0.03,1.76,4.86,Regular Air,Personel Usage,Preserved Food,Marmalade,Small Box,Bihar,Khagaria,North,India,28-09-2012,02-10-2012,2497.188,22,42.13
High,0.09,18.97,9.03,Express Air,Restaurant Chain,Processed Meat,Smoked Salmon,Small Box,Bihar,Bhagalpur,North,India,01-10-2012,03-10-2012,13.578,19,355.17
High,0.1,6.48,9.68,Regular Air,Stand Alone Restaurants,Processed Meat,Smoked Salmon,Small Box,Madhya Pradesh,Mandla,West,India,01-10-2012,01-10-2012,-110.3436,8,51.5
Critical,0.06,85.99,1.25,Regular Air,Stand Alone Restaurants,Canned Foods,Quail Eggs,Small Pack,Madhya Pradesh,Mandla,West,India,01-10-2012,03-10-2012,460.04508,10,714.54
High,0.05,1.68,0.7,Regular Air,Hotels / Hospitals,Processed Meat,Foie Gras,Wrap Bag,Bihar,Supaul,North,India,02-10-2012,06-10-2012,-720.916,22,36.86
High,0.04,8.45,7.77,Regular Air,Restaurant Chain,Processed Meat,Pacific Squid,Small Pack,Madhya Pradesh,Sagar,West,India,03-10-2012,05-10-2012,-242.3628,25,206.69
Critical,0.04,115.99,4.23,Regular Air,Restaurant Chain,Canned Foods,Quail Eggs,Small Box,Madhya Pradesh,Sagar,West,India,03-10-2012,05-10-2012,223.04664,8,810.18
Critical,0.06,130.98,30,Delivery Truck,Hotels / Hospitals,Preserved Food,Sundried Tomatoes,Jumbo Drum,Bihar,Nawada,North,India,03-10-2012,03-10-2012,13.1868,5,672.34
High,0.08,10.23,4.68,Regular Air,Stand Alone Restaurants,Processed Meat,Pacific Squid,Small Pack,Madhya Pradesh,Mandsaur,West,India,04-10-2012,06-10-2012,66.9528,23,229.63
Medium,0.04,195.99,4.2,Express Air,Hotels / Hospitals,Canned Foods,Quail Eggs,Small Box,Tamil Nadu,Tirunelveli,South,India,06-10-2012,07-10-2012,-513.71496,3,490.04
High,0.01,6.48,5.14,Regular Air,Stand Alone Restaurants,Processed Meat,Smoked Salmon,Small Box,Maharashtra,Jalna,West,India,09-10-2012,10-10-2012,-119.448,20,136.01
High,0.02,10.23,4.68,Regular Air,Stand Alone Restaurants,Processed Meat,Pacific Squid,Small Pack,Maharashtra,Jalna,West,India,09-10-2012,11-10-2012,67.044,8,85.75
Medium,0.1,4.77,2.39,Regular Air,Stand Alone Restaurants,Canned Foods,Assorted Fruits,Small Pack,West Bengal,Jangipur,East,India,10-10-2012,12-10-2012,-23.9004,2,10.13
High,0.01,2.21,1.12,Regular Air,Stand Alone Restaurants,Processed Meat,Foie Gras,Wrap Bag,West Bengal,Jangipur,East,India,10-10-2012,12-10-2012,-5.0112,11,26.31
Low,0.09,209.84,21.21,Regular Air,Stand Alone Restaurants,Preserved Food,Marmalade,Large Box,West Bengal,Diamond Harbour,East,India,11-10-2012,15-10-2012,2820.8764,24,4776.61
Not Specified,0.05,8.32,2.38,Express Air,Restaurant Chain,Canned Foods,Assorted Fruits,Small Pack,Karnataka,Belgaum,South,India,12-10-2012,13-10-2012,-132.426,16,135.1
High,0.01,14.27,7.27,Regular Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,Madhya Pradesh,Rewa,West,India,13-10-2012,15-10-2012,29.1448,49,761.87
High,0.1,10.14,2.27,Regular Air,Stand Alone Restaurants,Processed Meat,Smoked Salmon,Wrap Bag,Kerala,Kannur,South,India,13-10-2012,15-10-2012,30.738,13,120.96
High,0.03,12.97,1.49,Express Air,Restaurant Chain,Processed Meat,Bacon,Small Box,Maharashtra,Latur,West,India,15-10-2012,17-10-2012,-34.832,6,87.69
High,0.05,279.81,23.19,Delivery Truck,Restaurant Chain,Processed Meat,Jelly Fish,Jumbo Drum,Kerala,Alleppey,South,India,16-10-2012,18-10-2012,16332.414,15,4158.38
High,0.02,65.99,8.99,Regular Air,Restaurant Chain,Canned Foods,Quail Eggs,Small Box,Kerala,Alleppey,South,India,16-10-2012,17-10-2012,974.2194,18,1042.65
Low,0.04,152.48,6.5,Regular Air,Stand Alone Restaurants,Canned Foods,Assorted Fruits,Small Box,Chhattisgarh,Kanker,North,India,16-10-2012,16-10-2012,-109.382,8,1241.31
High,0.01,4.98,7.28,Regular Air,Stand Alone Restaurants,Processed Meat,Smoked Salmon,Small Box,Chhattisgarh,Kanker,North,India,16-10-2012,21-10-2012,-238.2478,14,75.99
High,0.09,315.98,19.99,Express Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,Kerala,Trivandrum,South,India,17-10-2012,19-10-2012,525.342,9,2672.61
High,0.07,101.41,35,Regular Air,Stand Alone Restaurants,Processed Meat,Fresh Water Eel,Large Box,Punjab,Bathinda,West,India,18-10-2012,20-10-2012,-286.8696,3,323.07
Medium,0.06,20.24,6.67,Regular Air,Stand Alone Restaurants,Preserved Food,Marmalade,Small Pack,Uttar Pradesh,Firozabad,North,India,18-10-2012,19-10-2012,646.2774,8,161.63
Not Specified,0.07,599.99,24.49,Regular Air,Personel Usage,Canned Foods,Wild Berry,Large Box,Assam,Barpeta,East,India,19-10-2012,20-10-2012,5973.25364,21,11834.98
Not Specified,0.02,135.99,28.63,Delivery Truck,Personel Usage,Preserved Food,Sundried Tomatoes,Jumbo Drum,Assam,Dhubri,East,India,19-10-2012,21-10-2012,105.3032,22,3092.54
Not Specified,0.02,179.29,29.21,Delivery Truck,Personel Usage,Preserved Food,Jams,Jumbo Box,Assam,Dhubri,East,India,19-10-2012,21-10-2012,-325.8684,1,190.31
Not Specified,0.07,200.98,23.76,Delivery Truck,Stand Alone Restaurants,Preserved Food,Sundried Tomatoes,Jumbo Drum,Telangana,Warangal,South,India,19-10-2012,21-10-2012,-733.642,16,3241.71
High,0.01,12.28,6.47,Regular Air,Stand Alone Restaurants,Processed Meat,Smoked Salmon,Small Box,Telangana,Warangal,South,India,19-10-2012,19-10-2012,54.654,5,68.89
High,0.07,3.98,2.97,Regular Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Wrap Bag,Uttar Pradesh,Varanasi,North,India,20-10-2012,23-10-2012,-11.4912,5,20.6
Low,0.05,212.6,52.2,Delivery Truck,Personel Usage,Preserved Food,Jams,Jumbo Box,Assam,Abhayapuri,East,India,20-10-2012,24-10-2012,-102.6432,1,181.96
